id_trial,idphrase
NCT01284062,"A Phase 2a, Randomized, Double-blind, Sponsor Unblinded, Placebo-controlled, Multiple Dose Study To Evaluate The Pharmacodynamics, Pharmacokinetics And Safety Of Anrukinzumab In Subjects With Active Ulcerative Colitis"
NCT00090103,"A Randomized, Double-blind, Parallel Group Study to Investigate the Efficacy and Safety of Treatment With Dutasteride (0.5mg) and Tamsulosin (0.4mg), Administered Once Daily for 4 Years, Alone and Combination, on the Improvement of Symptoms and Clinical Outcome in Men With Moderate to Severe Symptomatic Benign Prostatic Hyperplasia"
NCT01207648,Retrospective Cohort Study of Rebif® Use in Pediatric MS Patients
NCT02583178,"A Single-arm, Open Label, Multi-Centre Feasibility Study of the Aegis Sierra Ligation System in Left Atrial Appendage Closure in Patients With Atrial Fibrillation"
NCT04382014,Pharmacokinetic Study on Three Formulations of Curcumin With Different Carriers
NCT01985425,Colchicine For Prevention of Perioperative Atrial Fibrillation in Patients Undergoing Thoracic Surgery Pilot Study.
NCT01979939,A Phase 3 Evaluation of a Daclatasvir/Asunaprevir/BMS-791325 Fixed Dose Combination in Non-cirrhotic Subjects With Genotype 1 Chronic Hepatitis C
NCT05403177,Marathon of Hope Cancer Centres Network Study for Ontario (MOHCCN-O)
NCT00623623,STREAM (Strategic Reperfusion Early After Myocardial Infarction).
NCT04580225,Randomized Comparison of PARtial Wrist Fusion With or Without Triquetral Excision (PARTE)
NCT01027988,Retina Microvascularisation and Cardiovascular Heart Disease Prediction
NCT04499924,"A Randomized, Double-blind, Placebo-controlled, Active Comparator Phase 2/3 Study of Tucatinib in Combination With Trastuzumab, Ramucirumab, and Paclitaxel in Subjects With Previously Treated, Locally-advanced Unresectable or Metastatic HER2+ Gastric or Gastroesophageal Junction Adenocarcinoma (GEC)"
NCT03721016,"A Multicenter, Double-Blind, Randomized, Placebo-Controlled, Parallel-Group Study to Evaluate the Safety and Efficacy of MT10109L (NivobotulinumtoxinA) for the Treatment of Glabellar Lines With or Without Concurrent Treatment of Lateral Canthal Lines"
NCT03361553,Developing a Novel Clinical Tool to Evaluate Obstructive Sleep Apnea (OSA) With Airway Ultrasound
NCT05587426,"Postprandial Glucose, and Insulin Response of Sugars From Fiber: An Acute, Double Blind, Randomized Controlled Clinical Trial"
NCT02819986,Effectiveness and Feasibility of Using the Progressive Goal Attainment Program in Anxiety and Mood Disorders
NCT02501954,Randomized Phase III Trial of Cisplatin and Tumor Volume Directed Irradiation Followed by Carboplatin and Paclitaxel Vs. Sandwich Therapy of Carboplatin and Paclitaxel Followed by Tumor Volume Directed Irradiation Then Further Carboplatin and Paclitaxel
NCT01454089,"A Randomized, Double-blind Phase 2 Study Comparing Gemcitabine and Cisplatin in Combination With OGX-427 or Placebo in Patients With Advanced Transitional Cell Carcinoma"
NCT00967343,"An Open-label, Uncontrolled, Multicenter, Multinational Study on the Efficacy and Safety of Administration of Donor Lymphocytes Depleted of Alloreactive T-cells (ATIR), Through the Use of TH9402 and Light Treatment in an ex Vivo Process, in Patients Receiving a CD34-selected Peripheral Blood Stem Cell Graft From a Related, Haploidentical Donor"
NCT05375955,"A PHASE 2B, RANDOMIZED, DOUBLE BLIND, VEHICLE CONTROLLED, PARALLEL GROUP STUDY TO ASSESS THE EFFICACY, SAFETY, TOLERABILITY AND PHARMACOKINETICS OF MULTIPLE DOSE LEVELS OF PF-07038124 OINTMENT FOR 12 WEEKS IN PARTICIPANTS 12 YEARS AND OLDER AND WITH MILD-TO-MODERATE ATOPIC DERMATITIS OR MILD-TO-SEVERE PLAQUE PSORIASIS"
NCT01145625,"A Phase 3 Multi-Center Parallel Design Clinical Trial to Compare the Efficacy and Safety of 5 % Minoxidil Foam vs. 2 % Minoxidil Solution in Females for the Treatment of Female Pattern Hair Loss - Androgenetic Alopecia (MINALO3004, NCT01145625)"
NCT03222895,Distribution of Lymph Node Metastases in Esophageal Carcinoma
NCT04498819,Virtually Delivered Lifestyle Program Integrating Wearable Technology and Exercise Prescriptions in Patients With Type 2 Diabetes (STAND-VAT): A Feasibility Study
NCT01423058,"A Phase I/II, Open-Label Study Evaluating Twice-Daily Administration of CYT387 in Primary Myelofibrosis or Post-Polycythemia Vera or Post-Essential Thrombocythemia Myelofibrosis"
NCT00694109,An Open-label Extension Study to Assess the Long-term Safety and Efficacy of ISIS 301012 in Patients With Familial Hypercholesterolemia or Severe-Hypercholesterolemia
NCT02617186,Robotic Lobectomy vs. Thoracoscopic Lobectomy for Early Stage Lung Cancer: A Randomized Controlled Trial
NCT03395210,"An Adaptive, Open-Label, Dose-Finding, Phase 1/2 Study Investigating the Safety, Pharmacokinetics, and Clinical Activity of PRN1008, an Oral BTK Inhibitor, in Patients With Relapsed Immune Thrombocytopenia"
NCT01943279,A Comparison of Remote Follow-up After Medical Abortion Using Telephone and Serum Pregnancy Testing With Standard In-person Follow-up
NCT02290275,"Creatine, Exercise and Inflammatory Markers in Knee Osteoarthritis"
NCT01223443,Sealing Moderate Coronary Saphenous VEin Graft Lesions With Paclitaxel-Eluting Stents as a New Approach to MainTaining VeIn Graft Patency and Reducing Cardiac Events
NCT03840369,Pathophysiological Understanding and Treatment of PTSD: an rTMS Approach
NCT01055314,"A Pilot Study to Evaluate Novel Agents (Temozolomide and Cixutumumab [IMC-A12, Anti-IGF-IR Monoclonal Antibody NSC # 742460]) in Combination With Intensive Multi-agent Interval Compressed Therapy for Patients With High-Risk Rhabdomyosarcoma"
NCT05972551,"A Phase 3, Open-Label, Multicenter, Randomized Study to Evaluate Efficacy and Safety of Romosozumab Compared With Bisphosphonates in Children and Adolescents With Osteogenesis Imperfecta"
NCT01740661,Effects of Cryotherapy on Lower Extremity Joint Biomechanics During Running in Healthy Adults
NCT01008943,A Canadian Prospective Nonrandomized Study of Autologous Cell Therapy for Female Stress Urinary Incontinence
NCT03297931,"Comparison of Roasted Pulse Snacks, Pulse Chips and Commercial Snacks on Post-prandial Food Intake, Appetite and Glycemic Response in Healthy Young Adults"
NCT03065127,"Investigating Therapies for Freezing of Gait Targeting the Cognitive, Limbic, and Sensorimotor Domains"
NCT01188460,A Cognitive-Behaviour Therapy (CBT) Self-Management Approach for Insomnia in Chronic Pain: A Randomized Control Trial
NCT02499458,Prospective Validation of Circulating Tumor Cells (CTCs) and Circulating Endothelial Cells (CECs) as Prognostic Biomarkers in Clear Cell Renal Cancer
NCT01401166,"A Randomized, Multi-Center Cross-Over Study to Evaluate Patient Preference and Health Care Professional (HCP) Satisfaction With Subcutaneous (SC) Administration of Trastuzumab in HER2-Positive Early Breast Cancer (EBC)"
NCT04335279,A Partially Nested RCT to Evaluate the Effectiveness of the Scleroderma Patient-centered Intervention Network COVID-19 Home-isolation Activities Together (SPIN-CHAT) Program to Reduce Anxiety Among At-Risk Scleroderma Patients
NCT03475264,MRI of Lung Structure and Function in Preterm Children
NCT01838551,An Open Label Study to Assess the Safety and Efficacy of COR-003 (Levoketoconazole) in the Treatment of Endogenous Cushing's Syndrome
NCT01886196,Ibuprofen Supplementation After Resistance Training and Its Effects on Bone in Older Women
NCT03043443,Melatonin for Alcohol Use Disorder Patients With Sleeping Problems
NCT02998736,PERIOP-04 Phase Ib Trial of Perioperative Tadalafil and Influenza Vaccination in Cancer Patients Undergoing Major Surgical Resection of a Primary Abdominal Malignancy
NCT06141486,"A Randomized, Double-blind, Phase 3 Study Comparing Efficacy and Safety of Frexalimab (SAR441344) to Placebo in Adult Participants With Nonrelapsing Secondary Progressive Multiple Sclerosis"
NCT01476540,Deep Brain Stimulation for the Treatment of Refractory Anorexia Nervosa
NCT01693783,A Phase 2 Study of Ipilimumab in Women With Metastatic or Recurrent HPV-Related Cervical Carcinoma of Either Squamous Cell or Adenocarcinoma Histologies
NCT00798967,A 24-Week Study of the Efficacy and Safety of Teduglutide in Subjects With Parenteral Nutrition-Dependent Short Bowel Syndrome
NCT00202163,A Randomized Double-Blind Placebo-Controlled Study Comparing the Safety and Efficacy of Dehydroepiandrosterone (DHEA) or Testosterone Versus Placebo in Men With Sexual Dysfunction
NCT05450315,Effects of Targeted Versus Generic Print Materials on Physical Activity and Quality of Life in Young Adult Cancer Survivors: A Randomized Control Trial
NCT02343406,INTELLANCE-2: ABT-414 Alone or ABT-414 Plus Temozolomide Versus Lomustine or Temozolomide for Recurrent Glioblastoma: A Randomized Phase 2 Study of the EORTC Brain Tumor Group
NCT06304883,"Long-term Extension of a Phase 3, Multicenter, Randomized, Double-Blind, Placebo- Controlled Study of the Efficacy, Safety, and Biomarker Effects of ALZ-801 in Subjects With Early Alzheimer's Disease and APOE4/4 Genotype"
NCT05528185,Family Participation in Cardiac Intensive Care Unit Rounds: A Randomized Controlled Trial (The FAM-CICU Study)
NCT00228267,The Effect of Single-dose Propofol Injection on Pain and Quality of Life in Chronic Daily Headache: a Randomized Double-blind Controlled Trial
NCT06124859,Assessment of Exercise Tolerance and Lower-limb Muscle Power in Patients With Chronic Respiratory Disease: a Multicenter Validity Study
NCT03024996,"A Phase III, Multicenter, Randomized, Placebo-Controlled, Double-Blind Study of Atezolizumab (Anti-PD-L1 Antibody) as Adjuvant Therapy in Patients With Renal Cell Carcinoma at High Risk of Developing Metastasis Following Nephrectomy"
NCT01444820,"Phase III Study of Hypofractionated, Dose Escalation Radiotherapy for High Risk Adenocarcinoma of the Prostate, Using 3D-CRT or Intensity-Modulated Radiotherapy"
NCT01824628,Comparaison Des Intervalles QT/QTc Entre Une Population HIV Positive
NCT06479330,Evaluating the Impact of Incremental Doses of a Sugar Replacer Blend on Gastrointestinal Tolerance in Chocolate
NCT05396833,"An Open-label, Multicenter Phase Ib Study of the Safety, Tolerability, and Pharmacokinetic/Pharmacodynamic Profile of the ATR Inhibitor M1774 in Combination With DNA Damage Response Inhibitors or Immune Checkpoint Inhibitors in Patients With Metastatic or Locally Advanced Unresectable Solid Tumors (DDRiver Solid Tumors 320)"
NCT02627053,"Treatment of Portal, Mesenteric, and Splenic Vein Thrombosis With Rivaroxaban."
NCT01490372,Is Gestational Diabetes Mellitus (GDM) an Independent Risk Factor for Cardiometabolic Syndrome in Offspring?
NCT02523482,Potentially Inappropriate Prescribing (PIP) in Long-Term Care (LTC) Patients: Validation of the 2014 STOPP-START and 2012 Beers Criteria in a LTC Population
NCT05709184,Lyophilized Fecal Microbiome Transfer for Primary Clostridioides Difficile Infection (DONATE Study): a Multicenter Randomized Controlled Trial
NCT00070564,"Phase III Trial of Continuous Schedule AC + G vs. Q 2 Week Schedule AC, Followed by Paclitaxel Given Either Every 2 Weeks or Weekly for 12 Weeks as Post-Operative Adjuvant Therapy in Node-Positive or High-Risk Node-Negative Breast Cancer"
NCT03420807,Evaluation of Beta-amyloid Plaques of the Retina Using Metabolic Hyperspectral Retinal Camera (MHRC) in Alzheimer's Patients - Toronto Study Arm
NCT02425033,Endoscopic Submucosal Tunnel Dissection for Endoluminal Partial Myotomy of the Lower Esophageal Sphincter in Patients With Spastic Esophageal Disorders Such as Achalasia
NCT00003704,"Phase I Study of Oral Capecitabine (Xeloda) as a Radiation Enhancer in Locally Unresectable, Residual, or Recurrent Colorectal Cancer Localized in the Pelvis"
NCT02547935,"An Exploratory Phase II/III, Randomized, Double-blind, Placebo Controlled, Parallel Design Study to Evaluate the Efficacy, Safety and Pharmacodynamics of Dapagliflozin and Dapagliflozin in Combination With Saxagliptin in CKD Patients With Type 2 Diabetes Mellitus and Albuminuria Treated With ACEi or ARB"
NCT02474355,"Open Label, Multinational, Multicenter, Real World Treatment Study of Single Agent AZD9291 for Patients With Advanced/Metastatic Epidermal Growth Factor Receptor (EGFR) T790M Mutation-Positive Non-Small Cell Lung Cancer (NSCLC) Who Have Received Prior Therapy With an EGFR Tyrosine Kinase Inhibitor (EGFR-TKI)"
NCT05952557,vs Standard Endocrine Therapy (Aromatase Inhibitor or Tamoxifen) as Adjuvant Treatment for Patients With ER+/HER2- Early Breast Cancer and an Intermediate-High or High Risk of Recurrence Who Have Completed Definitive Locoregional Treatment and Have No Evidence of Disease
NCT04327622,Prevalence and Risk Evaluation of Diabetic Complications of the Foot in A Large Canadian Population
NCT00613080,A Phase II Evaluation of Preoperative Chemoradiotherapy Utilizing Intensity Modulated Radiation Therapy (IMRT) in Combination With Capecitabine and Oxaliplatin for Patients With Locally Advanced Rectal Cancer
NCT01732926,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study Evaluating the Efficacy and Safety of Idelalisib (GS-1101) in Combination With Bendamustine and Rituximab for Previously Treated Indolent Non-Hodgkin Lymphomas"
NCT03996785,Investigations of Immediate and Short-term Effects of Nature Walks on Stress and Depression-related Symptoms
NCT01658878,"A Phase 1/2, Dose-escalation, Open-label, Non-comparative Study of Nivolumab or Nivolumab in Combination With Ipilimumab in Advanced Hepatocellular Carcinoma Subjects With or Without Chronic Viral Hepatitis; and a Randomized, Open-label Study of Nivolumab vs Sorafenib in Advanced Hepatocellular Carcinoma Subjects Who Are Naive to Systemic Therapy"
NCT03128918,"Non-invasive Diagnosis of Non-alcoholic Steatohepatitis in Liver Transplant Recipients: a Prospective, Longitudinal Study Employing Serum Cytokeratin 18 and Transient Elastography (Fibroscan)"
NCT05084898,Do Far-UVC Light Devices Reduce the Incidence of Respiratory Viral Illness in Long-term Care Facilities?
NCT00107848,"A 1 Year Open Label, Flexible Dosage Extension Study to Assess the Safety and Continued Effectiveness of PROVIGIL® (Modafinil) Treatment in Children and Adolescents With Excessive Sleepiness Associated With Narcolepsy or Obstructive Sleep Apnea/Hypopnea Syndrome"
NCT01858493,"Phase 3 Cluster Randomised Trial Testing the Efficacy of a Continence Promotion Intervention to Improve Urinary Symptoms and Quality of Life, and Reduce Stigma and Falls in Older Community-dwelling Women With Untreated Incontinence"
NCT01964469,Consumer Access to Personal Health Information for Asthma Self-Management Phase 2 (Pilot Implementation)
NCT01008852,"Randomized, Parallel, Double-Blind, Placebo-Controlled Trial To Evaluate The Efficacy And Safety Of SBI-087 In Seropositive Subjects With Active Rheumatoid Arthritis On A Stable Background Of Methotrexate"
NCT05731544,"A Phase 1/2 Randomized, Double-Blind, Placebo-Controlled Single and Multiple Ascending Dose Study to Evaluate the Safety, Tolerability, PK, and PD of BMF-219, an Oral Covalent Menin Inhibitor, in Healthy Adults and Adults With T2D"
NCT01186887,A Trial Assessing the Outcome of Celecoxib Administration Versus Placebo Following Anterior Cruciate Ligament Reconstruction
NCT05731960,A Randomized Controlled Trial Evaluating the Effect of Intravenous Dexamethasone on the Duration of Spinal Anesthesia as Part of a Multimodal Antiemetic Strategy for Enhanced Recovery After Cesarean Delivery
